country;iso3;year;sex;age_group;pop;type;expected.mean;acm.mean;excess.mean
Slovenia;SVN;2021;Female;75-84;79244;reported;3225,660411;3133,126126;-92,53428499
Slovenia;SVN;2021;Female;>85;35377;reported;6009,341122;5911,150901;-98,19022162
Slovenia;SVN;2021;Male;0-24;270588;reported;97,04736573;73,07882883;-23,96853692
Slovenia;SVN;2021;Male;25-34;134470;reported;93,1145459;97,78153153;4,666985632
Slovenia;SVN;2021;Male;35-44;165656;reported;249,0603453;216,1486486;-32,9116967
Slovenia;SVN;2021;Male;45-54;157688;reported;546,6239045;571,25;24,62609551
Slovenia;SVN;2021;Male;55-64;148795;reported;1601,702811;1552,153153;-49,54965822
Slovenia;SVN;2021;Male;65-74;117734;reported;2919,984218;3031,227477;111,2432597
Slovenia;SVN;2021;Male;75-84;54672;reported;3518,664687;3628,209459;109,5447722
Slovenia;SVN;2021;Male;>85;14371;reported;2495,364547;2929,328829;433,964282
Sweden;SWE;2020;Female;0-24;1444879;reported;268,4341794;261,565244;-6,993935446
Sweden;SWE;2020;Female;25-34;710833;reported;212,5695097;199,3341079;-13,36040187
Sweden;SWE;2020;Female;35-44;628649;reported;314,2329547;354,9119481;40,55399349
Sweden;SWE;2020;Female;45-54;661651;reported;862,1781189;844,0097835;-18,29333536
Sweden;SWE;2020;Female;55-64;594884;reported;2200,692101;2125,582243;-75,23485815
Sweden;SWE;2020;Female;65-74;556892;reported;5640,117799;6048,088541;407,8457423
Sweden;SWE;2020;Female;75-84;383802;reported;11937,46295;12827,39293;889,8049812
Sweden;SWE;2020;Female;>85;154097;reported;22375,73784;24734,93188;2359,069046
Sweden;SWE;2020;Male;0-24;1556085;reported;433,7641185;518,2686804;84,37956193
Sweden;SWE;2020;Male;25-34;750394;reported;509,1820419;480,3465819;-28,96045998
Sweden;SWE;2020;Male;35-44;659723;reported;536,4622046;514,3792344;-22,20797018
Sweden;SWE;2020;Male;45-54;681162;reported;1313,914883;1339,914149;25,87426607
Sweden;SWE;2020;Male;55-64;603531;reported;3288,149086;3527,727528;239,4534429
Sweden;SWE;2020;Male;65-74;537107;reported;8047,413214;8900,024826;852,4866119
Sweden;SWE;2020;Male;75-84;336305;reported;14172,00222;15886,44222;1714,315
Sweden;SWE;2020;Male;>85;87124;reported;14364,9111;16849,0801;2484,043999
Sweden;SWE;2021;Female;0-24;1457917;reported;263,9464208;256,5304799;-7,415940912
Sweden;SWE;2021;Female;25-34;713364;reported;213,376173;200,3841862;-12,9919868
Sweden;SWE;2021;Female;35-44;637745;reported;308,5029138;342,6859995;34,18308578
Sweden;SWE;2021;Female;45-54;657377;reported;822,0932599;844,1304848;22,03722488
Sweden;SWE;2021;Female;55-64;606057;reported;2164,162122;2113,230331;-50,93179174
Sweden;SWE;2021;Female;65-74;551209;reported;5402,556515;5755,963145;353,4066301
Sweden;SWE;2021;Female;75-84;401655;reported;12072,23266;12353,15266;280,9199911
Sweden;SWE;2021;Female;>85;154885;reported;22096,83274;22154,56275;57,73000838
Sweden;SWE;2021;Male;0-24;1572341;reported;424,6242105;447,2342706;22,61006012
Sweden;SWE;2021;Male;25-34;754834;reported;506,742847;476,275457;-30,46738996
Sweden;SWE;2021;Male;35-44;670730;reported;527,6709668;550,8145021;23,14353525
Sweden;SWE;2021;Male;45-54;676640;reported;1252,617163;1354,287326;101,6701632
Sweden;SWE;2021;Male;55-64;615753;reported;3226,125521;3395,88273;169,7572086
Sweden;SWE;2021;Male;65-74;531331;reported;7681,410918;8480,026429;798,6155113
Sweden;SWE;2021;Male;75-84;354233;reported;14420,45519;15094,64065;674,1854625
Sweden;SWE;2021;Male;>85;88827;reported;14361,72948;15199,1986;837,4691199
Eswatini;SWZ;2020;Female;0-24;321806;predicted;1108,846057;1109,752664;0
Eswatini;SWZ;2020;Female;25-34;102587;predicted;477,6468218;448,1733528;-30,27069292
Eswatini;SWZ;2020;Female;35-44;66892;predicted;522,1278011;535,9333371;13,56083017
Eswatini;SWZ;2020;Female;45-54;41269;predicted;542,9454001;592,8369135;50,12098073
Eswatini;SWZ;2020;Female;55-64;33806;predicted;764,6694236;854,3914613;90,31017136
Eswatini;SWZ;2020;Female;65-74;20452;predicted;863,7068381;958,8151278;95,68769733
Eswatini;SWZ;2020;Female;75-84;6721;predicted;543,723928;563,4991414;19,59390611
Eswatini;SWZ;2020;Female;>85;1123;predicted;236,709102;283,6599636;47,39407513
Eswatini;SWZ;2020;Male;0-24;325591;predicted;1403,243059;1404,390369;0
Eswatini;SWZ;2020;Male;25-34;105812;predicted;862,9541915;795,7698743;-68,81441719
Eswatini;SWZ;2020;Male;35-44;72585;predicted;1115,085156;1126,608507;10,75615318
Eswatini;SWZ;2020;Male;45-54;40079;predicted;936,1622908;1031,883638;96,24905676
Eswatini;SWZ;2020;Male;55-64;23620;predicted;854,8323611;1000,570491;147,0143794
Eswatini;SWZ;2020;Male;65-74;13177;predicted;776,247224;915,9713427;140,9835951
Eswatini;SWZ;2020;Male;75-84;4328;predicted;423,2036903;471,5995328;48,70417717
Eswatini;SWZ;2020;Male;>85;678;predicted;145,0802863;187,8682833;43,250457
Eswatini;SWZ;2021;Female;0-24;322398;predicted;1055,687493;1056,372175;0
Eswatini;SWZ;2021;Female;25-34;102362;predicted;422,8410987;489,9173248;67,0003273
Eswatini;SWZ;2021;Female;35-44;70242;predicted;488,3538777;625,5469501;137,2827414
Eswatini;SWZ;2021;Female;45-54;41910;predicted;512,2498153;701,6110523;189,5902541
Eswatini;SWZ;2021;Female;55-64;34276;predicted;752,6385285;1002,538047;250,151909
Eswatini;SWZ;2021;Female;65-74;21010;predicted;872,6794589;1097,325717;224,7455834
Eswatini;SWZ;2021;Female;75-84;7041;predicted;565,7742147;687,4948275;121,7139815
Eswatini;SWZ;2021;Female;>85;1115;predicted;235,8422188;327,6588573;91,93583736
Eswatini;SWZ;2021;Male;0-24;326555;predicted;1353,945566;1354,823689;0
Eswatini;SWZ;2021;Male;25-34;105718;predicted;819,0300222;959,510792;140,3650985
Eswatini;SWZ;2021;Male;35-44;75715;predicted;1110,349432;1428,291105;318,1633988
Eswatini;SWZ;2021;Male;45-54;41380;predicted;929,3426248;1258,983301;330,0148811
Eswatini;SWZ;2021;Male;55-64;24097;predicted;842,914122;1100,835932;258,1392954
Eswatini;SWZ;2021;Male;65-74;13257;predicted;782,6896288;992,2022441;209,625545
Eswatini;SWZ;2021;Male;75-84;4393;predicted;442,8992181;539,811801;96,91222342
Eswatini;SWZ;2021;Male;>85;663;predicted;147,0508456;194,5651848;47,5597584
Seychelles;SYC;2020;Female;0-24;18752;reported;16,00259698;21,00009057;4,997493588
Seychelles;SYC;2020;Female;25-34;7173;reported;7,461556608;4,999997754;-2,461558853
Seychelles;SYC;2020;Female;35-44;7328;reported;18,16737394;8,999995958;-9,167377985
Seychelles;SYC;2020;Female;45-54;6711;reported;27,25028317;23,99998922;-3,250293951
Seychelles;SYC;2020;Female;55-64;5401;reported;54,07689244;36,99998338;-17,07690905
Seychelles;SYC;2020;Female;65-74;2567;reported;58,67102403;31,99998563;-26,6710384
Seychelles;SYC;2020;Female;75-84;1404;reported;86,58526977;65,99997036;-20,58529941
Seychelles;SYC;2020;Female;>85;558;reported;102,3750947;79,99996407;-22,37513059
Seychelles;SYC;2020;Male;0-24;20120;reported;30,26440795;19,00019147;-11,26421648
Seychelles;SYC;2020;Male;25-34;9632;reported;25,28779443;16,99999237;-8,287802066
Seychelles;SYC;2020;Male;35-44;9294;reported;33,81432367;33,99998473;0,185661064
Seychelles;SYC;2020;Male;45-54;7452;reported;67,95171473;53,99997575;-13,95173898
Seychelles;SYC;2020;Male;55-64;5604;reported;87,87911601;89,99995958;2,120843574
Seychelles;SYC;2020;Male;65-74;2461;reported;95,51932234;80,99996362;-14,51935872
Seychelles;SYC;2020;Male;75-84;858;reported;82,95991388;62,99997171;-19,95994218
Seychelles;SYC;2020;Male;>85;150;reported;51,5941924;35,99998383;-15,59420857
Seychelles;SYC;2021;Female;0-24;18750;reported;18,53694872;20,00009135;1,463142629
Seychelles;SYC;2021;Female;25-34;7247;reported;6,914982742;8,999996108;2,085013366
Seychelles;SYC;2021;Female;35-44;7238;reported;18,58910879;19,99999135;1,410882561
Seychelles;SYC;2021;Female;45-54;6801;reported;27,99347071;31,99998616;4,006515454
Seychelles;SYC;2021;Female;55-64;5592;reported;58,2384176;62,99997276;4,76155516
Seychelles;SYC;2021;Female;65-74;2732;reported;64,49442638;80,99996497;16,50553859
Seychelles;SYC;2021;Female;75-84;1397;reported;87,62164442;105,9999542;18,37830974
Seychelles;SYC;2021;Female;>85;562;reported;94,56263541;113,9999507;19,4373153
Seychelles;SYC;2021;Male;0-24;20058;reported;29,15456414;11,00029524;-18,1542689
Seychelles;SYC;2021;Male;25-34;9639;reported;26,77537613;16,99999265;-9,775383481
Seychelles;SYC;2021;Male;35-44;9340;reported;34,85210374;38,99998314;4,1478794
Seychelles;SYC;2021;Male;45-54;7658;reported;71,50563051;55,99997578;-15,50565473
Seychelles;SYC;2021;Male;55-64;5742;reported;94,10007855;96,99995805;2,8998795
Seychelles;SYC;2021;Male;65-74;2606;reported;104,4516471;105,9999542;1,548307088
Seychelles;SYC;2021;Male;75-84;893;reported;83,78825507;104,9999546;21,21169952
Seychelles;SYC;2021;Male;>85;149;reported;54,50061738;48,99997881;-5,500638568
Syrian Arab Republic;SYR;2020;Female;0-24;5746536;predicted;3968,734178;3970,052163;0
Syrian Arab Republic;SYR;2020;Female;25-34;1221639;predicted;706,5797154;627,0901436;-80,34879827
Syrian Arab Republic;SYR;2020;Female;35-44;1234523;predicted;1353,658137;1321,656359;-32,70554723
Syrian Arab Republic;SYR;2020;Female;45-54;992622;predicted;2442,670917;2522,140104;79,27421967
Syrian Arab Republic;SYR;2020;Female;55-64;634275;predicted;3675,326126;3882,147656;207,2117068
Syrian Arab Republic;SYR;2020;Female;65-74;357569;predicted;5984,741334;6271,460977;286,9628127
Syrian Arab Republic;SYR;2020;Female;75-84;143624;predicted;7268,922435;7098,074609;-174,6191473
Syrian Arab Republic;SYR;2020;Female;>85;31545;predicted;4236,84605;4781,701873;547,7062973
Syrian Arab Republic;SYR;2020;Male;0-24;6020117;predicted;8066,104042;8068,78273;0
Syrian Arab Republic;SYR;2020;Male;25-34;1287085;predicted;2773,776107;2410,548143;-367,0019371
Syrian Arab Republic;SYR;2020;Male;35-44;1206529;predicted;2994,741445;2870,760462;-125,9545973
Syrian Arab Republic;SYR;2020;Male;45-54;928572;predicted;4373,037184;4568,002279;195,0288667
Syrian Arab Republic;SYR;2020;Male;55-64;555307;predicted;6331,005662;7010,388778;682,5866058
Syrian Arab Republic;SYR;2020;Male;65-74;293374;predicted;8316,646579;9258,384742;946,3324189
Syrian Arab Republic;SYR;2020;Male;75-84;99575;predicted;6983,119294;7343,793328;361,1624288
Syrian Arab Republic;SYR;2020;Male;>85;15878;predicted;2886,447734;3448,837654;565,8297311
Syrian Arab Republic;SYR;2021;Female;0-24;5830435;predicted;3046,475504;3046,563434;0
Syrian Arab Republic;SYR;2021;Female;25-34;1300008;predicted;558,3084904;580,3349994;22,01542419
Syrian Arab Republic;SYR;2021;Female;35-44;1258851;predicted;1076,528375;1247,318011;170,7975845
Syrian Arab Republic;SYR;2021;Female;45-54;1030590;predicted;2044,993885;2516,709109;471,7639776
Syrian Arab Republic;SYR;2021;Female;55-64;663445;predicted;3169,482397;3787,744562;618,3119432
Syrian Arab Republic;SYR;2021;Female;65-74;376344;predicted;5294,307919;5958,441496;664,132495
Syrian Arab Republic;SYR;2021;Female;75-84;148791;predicted;6501,801003;7090,564472;588,7103052
Syrian Arab Republic;SYR;2021;Female;>85;32059;predicted;3806,55784;4783,258316;976,8137689
Syrian Arab Republic;SYR;2021;Male;0-24;6097418;predicted;5856,941948;5857,110996;0
Syrian Arab Republic;SYR;2021;Male;25-34;1372053;predicted;1842,001141;1929,671668;87,63738383
Syrian Arab Republic;SYR;2021;Male;35-44;1236594;predicted;2116,663945;2454,188408;337,5404843
Syrian Arab Republic;SYR;2021;Male;45-54;967586;predicted;3537,12852;4298,193794;761,1370694
Syrian Arab Republic;SYR;2021;Male;55-64;581529;predicted;5508,341045;6436,882906;928,5950196
Syrian Arab Republic;SYR;2021;Male;65-74;306031;predicted;7493,788895;8495,272397;1001,49601
Syrian Arab Republic;SYR;2021;Male;75-84;103351;predicted;6406,907646;6986,355084;579,3948835
Syrian Arab Republic;SYR;2021;Male;>85;15352;predicted;2624,226207;3107,834348;483,6428906
Chad;TCD;2020;Female;0-24;5524819;predicted;42629,36044;42635,21847;0
Chad;TCD;2020;Female;25-34;1073648;predicted;5080,904837;4711,556578;-372,3860609
Chad;TCD;2020;Female;35-44;726062;predicted;4499,44303;4580,21306;80,65848139
Chad;TCD;2020;Female;45-54;497075;predicted;4069,549769;4400,527941;332,5079974
Chad;TCD;2020;Female;55-64;283622;predicted;4269,77211;4729,661892;462,2069554
Chad;TCD;2020;Female;65-74;132701;predicted;4577,794704;5038,531766;463,0169971
Chad;TCD;2020;Female;75-84;44844;predicted;3590,673676;3688,213758;97,66023179
Chad;TCD;2020;Female;>85;6444;predicted;1083,852592;1239,912247;156,8964509
Chad;TCD;2020;Male;0-24;5673656;predicted;49302,71014;49309,4852;0
Chad;TCD;2020;Male;25-34;1076298;predicted;6075,606839;5527,300274;-552,6133736
Chad;TCD;2020;Male;35-44;713723;predicted;5123,038901;5137,02197;13,36302903
Chad;TCD;2020;Male;45-54;478267;predicted;5106,418242;5582,893223;478,7813166
Chad;TCD;2020;Male;55-64;259200;predicted;4865,634815;5646,492441;785,1216993
Chad;TCD;2020;Male;65-74;114100;predicted;4597,080305;5376,923846;784,1383392
Chad;TCD;2020;Male;75-84;35511;predicted;3217,12217;3555,540346;340,11292
Chad;TCD;2020;Male;>85;4021;predicted;787,8098807;973,56099;186,8165658
Chad;TCD;2021;Female;0-24;5697483;predicted;42046,27046;42049,53438;0
Chad;TCD;2021;Female;25-34;1115174;predicted;5116,014808;5181,831458;65,53590125
Chad;TCD;2021;Female;35-44;743406;predicted;4466,659485;5019,824302;553,8016375
Chad;TCD;2021;Female;45-54;515555;predicted;4108,944373;4934,683223;826,8884417
Chad;TCD;2021;Female;55-64;294985;predicted;4319,684062;5050,219519;731,4992784
Chad;TCD;2021;Female;65-74;137579;predicted;4640,399838;5119,180805;479,2719363
Chad;TCD;2021;Female;75-84;45200;predicted;3527,998767;3761,073821;233,2153777
Chad;TCD;2021;Female;>85;6385;predicted;1042,736523;1250,386246;207,9380777
Chad;TCD;2021;Male;0-24;5850732;predicted;49122,59754;49126,41077;0
Chad;TCD;2021;Male;25-34;1118981;predicted;6357,52699;6502,787276;145,0243346
Chad;TCD;2021;Male;35-44;730901;predicted;5227,087049;5901,246465;674,9523703
Chad;TCD;2021;Male;45-54;496043;predicted;5263,910287;6255,886279;993,3315292
Chad;TCD;2021;Male;55-64;269400;predicted;5014,343492;5748,345831;734,9183082
Chad;TCD;2021;Male;65-74;117737;predicted;4707,463462;5234,530954;527,6391554
Chad;TCD;2021;Male;75-84;35584;predicted;3213,907313;3437,643161;223,8839809
Chad;TCD;2021;Male;>85;3913;predicted;784,2904334;897,0995095;112,9487914
Togo;TGO;2020;Female;0-24;2498389;predicted;10938,91282;10940,0095;0
Togo;TGO;2020;Female;25-34;605485;predicted;2191,653634;1953,618542;-239,57121
Togo;TGO;2020;Female;35-44;454396;predicted;2008,932166;1965,891192;-43,48129989
Togo;TGO;2020;Female;45-54;311076;predicted;1990,371965;2068,723954;78,58424859
Togo;TGO;2020;Female;55-64;193468;predicted;2621,54793;2789,531271;168,6471995
Togo;TGO;2020;Female;65-74;103273;predicted;3720,731908;3929,483714;209,5301095
Togo;TGO;2020;Female;75-84;30665;predicted;2897,935253;2862,513932;-35,90916585
Togo;TGO;2020;Female;>85;2627;predicted;530,9871984;556,4984547;25,59868184
Togo;TGO;2020;Male;0-24;2548917;predicted;11415,92112;11417,06562;0
Togo;TGO;2020;Male;25-34;619846;predicted;2007,88224;1759,149892;-250,309045
Togo;TGO;2020;Male;35-44;461791;predicted;2101,11024;2026,903089;-74,8289676
Togo;TGO;2020;Male;45-54;308101;predicted;2477,346383;2604,30126;127,4065835
Togo;TGO;2020;Male;55-64;182927;predicted;3071,046144;3425,071617;355,6719295
Togo;TGO;2020;Male;65-74;92962;predicted;3683,960995;4133,785698;451,9386787
Togo;TGO;2020;Male;75-84;26372;predicted;2605,940209;2767,499602;162,1893324
Togo;TGO;2020;Male;>85;2044;predicted;440,0430086;502,3786692;62,63571454
Togo;TGO;2021;Female;0-24;2550248;predicted;10597,65912;10598,14124;0
Togo;TGO;2021;Female;25-34;618802;predicted;2137,68669;2089,710229;-48,1231165
Togo;TGO;2021;Female;35-44;466083;predicted;1976,070455;2144,664109;168,6769336
Togo;TGO;2021;Female;45-54;322218;predicted;1988,794042;2305,77113;317,2122859
Togo;TGO;2021;Female;55-64;200406;predicted;2623,567597;2956,694755;333,3500474
Togo;TGO;2021;Female;65-74;106872;predicted;3730,004725;3963,688596;233,7541735
Togo;TGO;2021;Female;75-84;32031;predicted;2939,856825;3022,464518;82,55871221
Togo;TGO;2021;Female;>85;2735;predicted;537,9827591;605,0934876;67,15520075
Togo;TGO;2021;Male;0-24;2602178;predicted;11154,31384;11154,82128;0
Togo;TGO;2021;Male;25-34;633683;predicted;1995,541836;1973,344515;-22,3110085
Togo;TGO;2021;Male;35-44;474288;predicted;2102,897097;2294,269009;191,4728255
Togo;TGO;2021;Male;45-54;319596;predicted;2510,756657;2878,333628;367,8404017
Togo;TGO;2021;Male;55-64;189685;predicted;3114,697301;3439,587636;325,0823926
Togo;TGO;2021;Male;65-74;96087;predicted;3738,113261;4004,738926;266,7294527
Togo;TGO;2021;Male;75-84;27539;predicted;2675,012903;2759,120629;84,07234796
Togo;TGO;2021;Male;>85;2117;predicted;453,2922429;490,8163177;37,54199675
Thailand;THA;2020;Female;0-24;10003529;reported;4845,384082;4771,553005;-83,89357738
Thailand;THA;2020;Female;25-34;5017940;reported;3421,282904;3419,952462;-11,39294224
Thailand;THA;2020;Female;35-44;5235583;reported;6460,374059;7859,748108;1389,31155
Thailand;THA;2020;Female;45-54;5625751;reported;14633,68993;17063,93106;2420,178626
Thailand;THA;2020;Female;55-64;5258535;reported;28417,96402;29473,04801;1045,021493
Thailand;THA;2020;Female;65-74;3266015;reported;40876,33747;43080,1865;2193,786533
Thailand;THA;2020;Female;75-84;1602311;reported;49688,84437;57141,96964;7443,062773
Thailand;THA;2020;Female;>85;642287;reported;52801,62759;54312,85871;1501,168618
Thailand;THA;2020;Male;0-24;10584889;reported;8910,561632;10647,99853;1727,3744
Thailand;THA;2020;Male;25-34;5072146;reported;10193,81444;10782,13133;578,2543893
Thailand;THA;2020;Male;35-44;5102079;reported;17697,11836;21985,10671;4277,925852
Thailand;THA;2020;Male;45-54;5011107;reported;34265,56849;39162,80471;4887,173727
Thailand;THA;2020;Male;55-64;4664464;reported;59040,41285;53596,34289;-5454,13246
Thailand;THA;2020;Male;65-74;2760393;reported;64875,10676;57996,25887;-6888,910392
Thailand;THA;2020;Male;75-84;1188198;reported;56881,53816;55402,6328;-1488,967864
Thailand;THA;2020;Male;>85;356955;reported;40736,81645;34741,47666;-6005,402287
Thailand;THA;2021;Female;0-24;9805327;reported;4467,708638;4837;364,1038623
Thailand;THA;2021;Female;25-34;5020153;reported;3262,030579;3899;631,7819211
Thailand;THA;2021;Female;35-44;5227135;reported;6168,587138;8902;2728,225362
Thailand;THA;2021;Female;45-54;5551201;reported;14039,10352;19553;5508,708982
Thailand;THA;2021;Female;55-64;5350850;reported;28041,86675;33622;5574,94575
Thailand;THA;2021;Female;65-74;3444442;reported;41634,3672;49439;7799,4453
Thailand;THA;2021;Female;75-84;1660554;reported;49859,66972;61985;12120,14278
Thailand;THA;2021;Female;>85;689532;reported;55724,59598;60991;5261,216522
Thailand;THA;2021;Male;0-24;10382980;reported;8200,699754;10197;1991,112746
Thailand;THA;2021;Male;25-34;5098123;reported;9779,548658;11913;2128,263842
Thailand;THA;2021;Male;35-44;5105312;reported;17016,95373;24259;7236,858766
Thailand;THA;2021;Male;45-54;4958039;reported;33148,22715;44186;11032,58535
Thailand;THA;2021;Male;55-64;4711531;reported;59038,7889;61391;2347,0236
Thailand;THA;2021;Male;65-74;2898480;reported;67256,94928;67883;620,8632233
Thailand;THA;2021;Male;75-84;1228090;reported;57422,52378;61591;4163,288723
Thailand;THA;2021;Male;>85;380380;reported;42301,3144;39002;-3304,501896
Tajikistan;TJK;2020;Female;0-24;2549206;reported;3408,602868;3412,722876;-0,272816003
Tajikistan;TJK;2020;Female;25-34;811153;reported;655,5238334;768,997961;112,8631834
Tajikistan;TJK;2020;Female;35-44;536807;reported;766,8715472;986,2902469;219,0996782
Tajikistan;TJK;2020;Female;45-54;392246;reported;1295,819794;1769,955446;474,2014477
Tajikistan;TJK;2020;Female;55-64;290764;reported;2536,072124;3541,320873;1005,950263
Tajikistan;TJK;2020;Female;65-74;114669;reported;2518,284243;3494,428811;976,7503524
Tajikistan;TJK;2020;Female;75-84;36459;reported;2610,383025;3361,12892;750,3313503
Tajikistan;TJK;2020;Female;>85;9636;reported;1539,05654;2254,787877;716,475793
Tajikistan;TJK;2020;Male;0-24;2668971;reported;4725,41594;4731,127591;-0,272816003
Tajikistan;TJK;2020;Male;25-34;811579;reported;973,3175789;1122,694541;148,5250698
Tajikistan;TJK;2020;Male;35-44;533184;reported;1203,043165;1523,377177;319,8924409
Tajikistan;TJK;2020;Male;45-54;371890;reported;1963,556487;2714,62723;751,4424837
Tajikistan;TJK;2020;Male;55-64;268568;reported;3697,588691;5411,908011;1716,469432
Tajikistan;TJK;2020;Male;65-74;103666;reported;3368,736016;4961,215072;1594,537132
Tajikistan;TJK;2020;Male;75-84;35756;reported;2999,297296;4160,988911;1162,461573
Tajikistan;TJK;2020;Male;>85;7293;reported;1294,836385;2051,428457;757,7976146
Tajikistan;TJK;2021;Female;0-24;2586739;reported;3294,979252;3295,522353;-2,988247272
Tajikistan;TJK;2021;Female;25-34;819840;reported;643,7029787;734,4246875;87,70128023
Tajikistan;TJK;2021;Female;35-44;565512;reported;779,2706898;984,989193;202,7695181
Tajikistan;TJK;2021;Female;45-54;398930;reported;1281,267931;1728,842346;444,73991
Tajikistan;TJK;2021;Female;55-64;302136;reported;2589,003103;3392,756364;800,9935775
Tajikistan;TJK;2021;Female;65-74;125428;reported;2711,092241;3355,185736;641,1834319
Tajikistan;TJK;2021;Female;75-84;35009;reported;2479,741288;2969,014276;486,2747963
Tajikistan;TJK;2021;Female;>85;9555;reported;1509,38701;2063,75823;551,586202
Tajikistan;TJK;2021;Male;0-24;2712882;reported;4574,381075;4575,135057;-2,988247272
Tajikistan;TJK;2021;Male;25-34;820595;reported;931,2208028;1074,932882;140,6874477
Tajikistan;TJK;2021;Male;35-44;562867;reported;1207,819596;1532,533498;321,7912921
Tajikistan;TJK;2021;Male;45-54;378583;reported;1919,828574;2557,71793;635,1047592
Tajikistan;TJK;2021;Male;55-64;277961;reported;3759,011884;4815,579439;1053,821095
Tajikistan;TJK;2021;Male;65-74;111345;reported;3479,757517;4328,38392;845,7563846
Tajikistan;TJK;2021;Male;75-84;34309;reported;2850,925397;3407,693997;553,7642362
Tajikistan;TJK;2021;Male;>85;7048;reported;1252,893657;1636,530091;380,7544536
Turkmenistan;TKM;2020;Female;0-24;1438688;predicted;2641,211444;2642,824093;0
Turkmenistan;TKM;2020;Female;25-34;544170;predicted;510,4585084;467,8049483;-43,35819317
Turkmenistan;TKM;2020;Female;35-44;409100;predicted;706,9396987;710,7528404;3,412431839
Turkmenistan;TKM;2020;Female;45-54;317868;predicted;1290,309163;1375,748444;85,42568089
Turkmenistan;TKM;2020;Female;55-64;268224;predicted;2663,498541;2902,886165;239,9359421
Turkmenistan;TKM;2020;Female;65-74;124431;predicted;3246,458932;3514,122559;268,1113644
Turkmenistan;TKM;2020;Female;75-84;42043;predicted;3474,856498;3494,36628;17,54716548
Turkmenistan;TKM;2020;Female;>85;9015;predicted;1773,889954;2016,838744;244,0778158
Turkmenistan;TKM;2020;Male;0-24;1512375;predicted;3805,232762;3807,556129;0
Turkmenistan;TKM;2020;Male;25-34;554198;predicted;1007,522089;907,4661233;-101,5918716
Turkmenistan;TKM;2020;Male;35-44;392338;predicted;1552,749998;1536,608376;-17,24599024
Turkmenistan;TKM;2020;Male;45-54;297948;predicted;2642,124695;2847,181796;205,3046002
Turkmenistan;TKM;2020;Male;55-64;220764;predicted;4390,840192;5011,625698;623,7577912
Turkmenistan;TKM;2020;Male;65-74;89921;predicted;3905,808072;4491,009459;588,1470747
Turkmenistan;TKM;2020;Male;75-84;24758;predicted;2762,432005;2989,974753;227,921774
Turkmenistan;TKM;2020;Male;>85;3606;predicted;842,1149927;1006,901593;165,774871
Turkmenistan;TKM;2021;Female;0-24;1449941;predicted;2574,548096;2574,925969;0
Turkmenistan;TKM;2021;Female;25-34;542581;predicted;499,6793109;468,6346024;-31,27243393
Turkmenistan;TKM;2021;Female;35-44;424235;predicted;723,1234037;751,9644619;28,87748618
Turkmenistan;TKM;2021;Female;45-54;322178;predicted;1292,62148;1431,85608;139,7347224
Turkmenistan;TKM;2021;Female;55-64;274925;predicted;2707,060598;2911,491146;205,0454976
Turkmenistan;TKM;2021;Female;65-74;134895;predicted;3497,398832;3550,084456;52,43114512
Turkmenistan;TKM;2021;Female;75-84;41445;predicted;3405,399595;3345,420108;-60,77936365
Turkmenistan;TKM;2021;Female;>85;9205;predicted;1789,680997;1996,581807;207,6633292
Turkmenistan;TKM;2021;Male;0-24;1524803;predicted;3709,376407;3709,920842;0
Turkmenistan;TKM;2021;Male;25-34;555734;predicted;989,6641991;938,1818022;-51,88379309
Turkmenistan;TKM;2021;Male;35-44;407666;predicted;1590,877528;1659,463441;68,69153343
Turkmenistan;TKM;2021;Male;45-54;302577;predicted;2672,400574;2922,516279;250,9624249
Turkmenistan;TKM;2021;Male;55-64;225570;predicted;4487,14861;4721,421423;234,773254
Turkmenistan;TKM;2021;Male;65-74;97137;predicted;4224,552517;4316,044423;91,32270043
Turkmenistan;TKM;2021;Male;75-84;24328;predicted;2739,245938;2686,519779;-53,39179087
Turkmenistan;TKM;2021;Male;>85;3680;predicted;874,3985404;915,274381;40,94966371
Timor-Leste;TLS;2020;Female;0-24;365760;predicted;759,9627718;760,6668639;0
Timor-Leste;TLS;2020;Female;25-34;98337;predicted;144,086398;120,228221;-20,69980643
Timor-Leste;TLS;2020;Female;35-44;61144;predicted;143,190144;131,2512849;-10,41520527
Timor-Leste;TLS;2020;Female;45-54;45173;predicted;219,8307455;213,8657637;-5,322258998
Timor-Leste;TLS;2020;Female;55-64;29408;predicted;340,536363;338,8433515;-1,732927234
Timor-Leste;TLS;2020;Female;65-74;25008;predicted;780,6839967;769,7854062;-10,0272582
Timor-Leste;TLS;2020;Female;75-84;10510;predicted;818,9344253;755,3353976;-55,52731704
Timor-Leste;TLS;2020;Female;>85;1560;predicted;312,8236676;334,8852203;18,78445849
Timor-Leste;TLS;2020;Male;0-24;389548;predicted;1005,023212;1005,954348;0
Timor-Leste;TLS;2020;Male;25-34;98284;predicted;166,5832248;136,4610648;-26,12230006
Timor-Leste;TLS;2020;Male;35-44;61682;predicted;174,033466;157,2184077;-14,64700287
Timor-Leste;TLS;2020;Male;45-54;49511;predicted;326,2442081;321,4012094;-4,439284377
Timor-Leste;TLS;2020;Male;55-64;31305;predicted;503,2477143;525,160241;18,50366259
Timor-Leste;TLS;2020;Male;65-74;22330;predicted;903,9280455;947,0834634;36,51155777
Timor-Leste;TLS;2020;Male;75-84;9053;predicted;836,7230812;830,4515786;-6,079842069
